dataset,workload,seed,tape_sha256,total_tasks,tasks_with_legal_candidate,comparable_tasks,excluded_lt_two_candidates,excluded_no_legal_candidate,candidate_bids,zero_reserve_bids,min_reserve_bid,max_reserve_bid,pasi_payment,qim_payment,csopt_payment,pasi_pps,qim_pps,csopt_pps,pasi_mean_quality,qim_mean_quality,csopt_mean_quality,qim_csopt_equivalent_slots,evaluated_slots,qim_csopt_max_abs_payment_gap,pasi_ir_violations,qim_ir_violations,csopt_ir_violations,pasi_qos_violations,qim_qos_violations,csopt_qos_violations,elapsed_seconds,pasi_minus_qim_pps,pasi_minus_csopt_pps
GeoLife,low,9,a2f80ec24228b97835bd36ae0dae61240ae86d8674a91d204fd0db00cc3c9848,1206,1014,395,619,192,1040,331,0.0,0.27444298479590173,105.20013152062617,28.45987040502921,28.459870405029207,0.2663294468876612,0.07205030482285876,0.07205030482285875,0.8653502018818687,0.8653502018818687,0.8653502018818687,614,614,1.1102230246251565e-16,0,0,0,0,0,0,5.775211899992428,0.19427914206480243,0.19427914206480246
GeoLife,low,10,cb9fb3133bed98c50e24a9a44a694cb1728e46c4f35b26b41f344b93af02acd2,1206,1026,411,615,180,1060,297,0.0,0.2550024583448466,89.88131879379716,25.6421382589004,25.6421382589004,0.21868934013089333,0.06238963080024428,0.06238963080024428,0.8666489784417712,0.8666489784417712,0.8666489784417712,622,622,1.1102230246251565e-16,0,0,0,0,0,0,5.8794118000078015,0.15629970933064904,0.15629970933064904
GeoLife,low,11,99e4413fa5c1fc445fcd70608cca1229ebb22e84135fae3c2610e2994382deb5,1206,1041,398,643,165,1046,297,0.0,0.27037568733575645,88.1061386808538,25.94730664420398,25.94730664420398,0.2213722077408387,0.06519423779950749,0.06519423779950749,0.8684788610739488,0.8684788610739488,0.8684788610739488,629,629,5.551115123125783e-17,0,0,0,0,0,0,5.707422100007534,0.1561779699413312,0.1561779699413312
GeoLife,low,12,f594da19da2cc119e5ef730084364d57f80c12ae3a0e6c2c5870c6afdd9a790f,1206,1007,374,633,199,974,276,0.0,0.25600965967360095,94.71168850886814,27.63934825103744,27.63934825103744,0.253239808847241,0.0739020006712231,0.0739020006712231,0.8748068494129357,0.8748068494129357,0.8748068494129357,618,618,5.551115123125783e-17,0,0,0,0,0,0,5.647908200000529,0.1793378081760179,0.1793378081760179
GeoLife,low,13,13d5582e91634b17c4a027f650eb4f6dc6980155cdcde2ccaf7e43d4976695ee,1206,1011,412,599,195,1060,292,0.0,0.2587538632528591,106.8060436705091,34.44872846676145,34.44872846676145,0.2592379700740512,0.0836134186086443,0.0836134186086443,0.8689410644377441,0.8689410644377441,0.8689410644377441,617,617,5.551115123125783e-17,0,0,0,0,0,0,5.623497299995506,0.1756245514654069,0.1756245514654069
GeoLife,low,14,e560cdfb0bcb7352263734bace3af75176555f69b8fc3fa94466222e683f4359,1206,1012,391,621,194,1007,330,0.0,0.21569966169090996,76.90024404524713,24.31067325400796,24.31067325400796,0.19667581597249906,0.06217563492073647,0.06217563492073647,0.869882423623038,0.869882423623038,0.869882423623038,625,625,5.551115123125783e-17,0,0,0,0,0,0,5.528216699996847,0.1345001810517626,0.1345001810517626
GeoLife,low,15,b48729805fabb2002e544942775c29eca217c949d731574f8fa9132cbdd64fd7,1206,996,409,587,210,1039,254,0.0,0.24981935241133818,110.91507268744087,33.804143105594044,33.804143105594044,0.27118599679080896,0.08265071663959424,0.08265071663959424,0.861162905226326,0.861162905226326,0.861162905226326,617,617,5.551115123125783e-17,0,0,0,0,0,0,5.786952599999495,0.18853528015121473,0.18853528015121473
GeoLife,low,16,353f947dc5db5a8c4987c42dd42d7d54d86a606df1f3e5d55748b965d626bcbc,1206,1014,410,604,192,1064,246,0.0,0.253458196647351,106.99733805991812,35.35885856742787,35.35885856742787,0.2609691172193125,0.08624111845714115,0.08624111845714115,0.8636012902118728,0.8636012902118728,0.8636012902118728,626,626,1.1102230246251565e-16,0,0,0,0,0,0,5.948655699990923,0.17472799876217132,0.17472799876217132
GeoLife,low,17,38063391498456fb255def64b40301e2322f88e992e8f6af91e8be82c8109874,1206,1000,409,591,206,1050,296,0.0,0.2878275747564718,94.5039491213181,32.030256831827955,32.030256831827955,0.23106100029662127,0.07831358638588742,0.07831358638588742,0.8648234694434703,0.8648234694434703,0.8648234694434703,615,615,1.1102230246251565e-16,0,0,0,0,0,0,5.932596900005592,0.15274741391073385,0.15274741391073385
GeoLife,low,18,d7bfa219de60e852540c105618b4f7e19a6a794d624d11da8f502a5fc3e84a9a,1206,1002,388,614,204,1012,328,0.0,0.27209938398207556,81.90044383098372,25.42375832563767,25.42375832563767,0.21108361812109205,0.06552515032380843,0.06552515032380843,0.8665690369220571,0.8665690369220571,0.8665690369220571,623,623,5.551115123125783e-17,0,0,0,0,0,0,5.54198730000644,0.14555846779728362,0.14555846779728362
